portfolio_loss
80274638.57549357
69504644.75525214
77209758.85144955
75547586.5134122
77974344.8759138
73928118.45432231
83795851.70303783
83752361.88201831
79110145.99569483
73003389.56162383
71494749.62457164
72081164.98818074
78834718.81088644
74437919.15867043
76555378.40607925
82178624.581943
73355039.73497911
76247979.84401818
82115682.45655301
70027132.01922753
72487387.41258949
68797426.43449436
83210118.34622401
82177276.95793283
81261911.10783517
84928118.35763372
75910455.99081036
78761841.87659776
84628223.97356813
73226986.28984022
78062712.25263257
67402929.27262394
65663408.84487887
75894283.83897305
79951657.5200423
77739258.95642804
74340032.5141379
79551677.28132103
70401799.2766005
71654795.15783471
69925233.39689718
83143019.4911141
79314042.27882303
76749952.13188219
83447195.32439657
79127502.32631677
79765591.04964401
77933699.03429982
74507683.01016851
75647634.53408526
71452201.19565822
73760010.79812427
80195609.89795372
79370506.26352954
80149561.354591
82045085.22191904
76586756.0967054
81234378.90889944
68868158.56548965
74676473.47284377
81385733.01419583
74028868.36354126
66715169.86401627
84503643.63767493
70819457.52177487
75681441.18379728
76728115.58311877
77498578.00427307
68015518.49896164
67063189.8871929
71401296.96338844
73177342.77751705
74772235.85210122
74596277.75798884
82781800.20825751
77490617.64023454
73316704.89207287
74757294.43021761
74796058.47274305
73941175.61999387
70803891.53505298
79283012.26549543
75334692.819188
83002316.39969665
78053609.63575509
75205916.55865295
74318093.4247121
77798110.88653041
83397268.03674948
78886508.41505381
75472804.05233254
78643713.89519432
69735906.04321218
82647859.7907912
73677050.0583488
75301900.2953486
84407640.01735498
72692390.12751599
72371687.75826342
66916071.26604798
70845388.9190152
77979675.34980375
77748654.05600576
73148597.036279
75582960.46739288
78769817.22437643
80394670.56162715
78157598.19737336
81898993.03019255
67895223.64373223
82879339.21719167
77477916.48842022
72325801.79440969
74714479.41836111
76074604.44418845
77693984.96279657
82909973.63353312
70134712.16316006
71582465.07440487
78293388.76817805
78881225.42080395
78832279.02231608
76803276.25221857
76790307.2602659
70064066.66841511
71552020.33940978
72612818.26981294
79835730.7294777
67718112.65048534
76665642.28476046
74697937.31206685
73485423.30973703
78878676.43828546
81460052.58132139
72400379.7359144
76552511.4132441
76478265.31890923
84137386.57770474
84258686.40562055
80667793.74879478
81585559.21545441
75738984.99333754
84003526.9199811
82124633.68270774
77291354.58871795
83303280.40779811
79968441.33948356
75652362.57682611
78592996.11064772
76066562.40109724
76341328.38143834
78699209.84220044
73562376.68363573
83088603.9642585
74921891.33043504
78087122.93050341
80256545.9030078
78998699.82015023
66462390.13903946
78987705.44467773
70615670.86530782
70631138.21244942
72451055.84215754
83590337.80075485
78604258.78868504
72281200.0465647
77576934.84309652
78988297.298137
77475708.96127726
81730674.13286512
83746860.16566414
84875389.22065213
84931821.40774755
76849344.0668697
82200430.74372774
77403825.9140198
69262050.72708447
70783199.7396299
71428567.60630189
75563504.57347019
73581593.21703042
82273229.7033041
75409463.51176806
83726754.2439288
74641315.65161045
70280007.54876882
75084409.88294208
73978529.78411146
72050172.97921516
70378419.93458049
77638116.057757
79648584.66700771
78605481.20829304
79073409.5894979
78447935.56624335
69937336.42405666
75983337.35756718
72509938.58312988
66520871.71666183
82905941.96159028
82723210.97919834
68076115.24056104
79808816.10203436
79496044.08421111
68921478.48522481
78252910.25171645
72823495.04240587
69199288.68834607
77101534.99220991
84455380.14749642
73942011.29318567
83026488.83919284
78567943.28755736
77713428.07270855
71958692.85711138
65331461.36052711
77974762.32279404
73426827.50963585
67318228.69856891
79270655.75113207
78260959.60328858
81670267.0770004
75867163.6331096
72105312.87496398
81878570.09805825
74793655.92859687
75740537.93329163
74726664.80196364
83318835.21486634
79780045.01104143
72839913.05468357
77556426.3877603
84463141.22922225
82158832.8539256
85305185.038593
74649332.76999791
75789536.34705518
84914906.49964778
80634868.1157614
85818273.1111021
72571960.27603532
81875759.01967943
78651745.754821
71836489.04579715
69080598.98601995
67339109.06160854
73046428.46857794
75421831.18141304
84002864.14471789
70656333.81043579
