sim_id,income_shock,debt_shock,late_event_prob,auc_roc,f1,recall,precision,default_rate_pred,mean_pd
24,0.8699388653891355,1.2965188797688945,0.015350803009350978,0.8595662736865981,0.4057243283956816,0.6061515378844711,0.3049056603773585,0.1325,0.09029101234203908
25,0.8174115125371781,1.3301661652138062,0.07855428316594569,0.8583029268325812,0.40077632217370207,0.6196549137284321,0.2961634994621728,0.13945,0.09436457595292636
26,0.9532534549699918,1.2144036542998398,0.05996814335394705,0.859868064728723,0.41425152884871047,0.5843960990247562,0.32084019769357497,0.1214,0.08434495110090039
27,0.9175517642357793,1.2556066107116548,0.04671676777466588,0.860133385250743,0.4113842173350582,0.5963990997749438,0.31398104265402843,0.1266,0.08751315764066418
28,0.7862781071832718,1.3407114839604952,0.050771504186691144,0.859246558840653,0.40009711094925954,0.6181545386346586,0.29576453697056715,0.1393,0.09403135997063124
29,0.9648724404374285,1.1991294769372525,0.011296089635975785,0.8604753440998596,0.4203648243942282,0.5791447861965492,0.3299145299145299,0.117,0.08136331809982246
30,0.7925938290586747,1.153845046383864,0.03138270404148088,0.8599673087500995,0.4090554254488681,0.5896474118529632,0.31314741035856575,0.1255,0.08673634694736952
31,0.9305112680589938,1.0105920676720686,0.06502814949407672,0.8608418175685508,0.4260459634649381,0.5423855963990998,0.3508005822416303,0.10305,0.07489214363624883
32,0.9534333051341888,1.014075803247339,0.022589375392901685,0.8606976635678714,0.4261025029797378,0.536384096024006,0.35343549184379636,0.10115,0.07295934316097652
33,0.9778385056473464,1.329347095739357,0.018526503528259346,0.8594664670346084,0.414614773629865,0.5873968492123031,0.32037643207855976,0.1222,0.08432698204330338
34,0.7711948880019003,1.1795121565308944,0.05118833971409068,0.8590670796750455,0.4084328168656337,0.6031507876969242,0.3087557603686636,0.1302,0.08883517502226922
35,0.9700221319349271,1.3095844893683788,0.05245196715124893,0.8591273615264586,0.4086752025084923,0.5866466616654163,0.31355252606255013,0.1247,0.08637695439603114
36,0.9301669071170171,1.1523226954712753,0.041946364102801434,0.8601655757593976,0.41500269832703723,0.5768942235558889,0.32406236831015595,0.11865,0.08260003612681988
37,0.8970034277982661,1.2751781547571899,0.01754607819656703,0.8605148488064855,0.4090094701817251,0.5993998499624906,0.31041181041181043,0.1287,0.08839075253480114
38,0.7896826074384975,1.0060610803146983,0.06742452812650304,0.8601113823749773,0.42628571428571427,0.5596399099774944,0.34425473004153206,0.10835,0.078224221418445
39,0.922264358326113,1.0700922755705844,0.05365762195774673,0.8604544062034687,0.41612993559227107,0.5573893473368342,0.3319928507596068,0.1119,0.07961643906426079
40,0.8062204074289174,1.0144106952121288,0.014067407874533755,0.8601031639492345,0.4224629418472064,0.5558889722430608,0.3406896551724138,0.10875,0.0776947037743302
41,0.7703231557506048,1.2729965076211553,0.04349709859600598,0.8599026464174837,0.40484429065743943,0.614403600900225,0.3018798378179137,0.13565,0.09238113276790455
42,0.7287480908009772,1.143179412049671,0.06459255496084025,0.859750977279328,0.4075975359342916,0.595648912228057,0.30979321108076474,0.12815,0.08812671364313669
43,0.9603738941735779,1.2951002115140198,0.018322982031597032,0.8597984793782417,0.413266649118189,0.5888972243060765,0.31832927818329276,0.1233,0.0852777245909802
44,0.8019544889849102,1.3012051268459282,0.03578764990544707,0.8592147300231069,0.400295057782149,0.6106526631657915,0.29773226042428674,0.1367,0.09271910591599618
45,0.8646286973931149,1.1908915336904964,0.05525505131346214,0.8598974018964108,0.4110366168127901,0.5978994748687172,0.3131630648330059,0.12725,0.08791944702924086
46,0.7628465635314938,1.1591955124368096,0.0704127149302146,0.860195616215352,0.4088114754098361,0.5986496624156039,0.3103850641773629,0.12855,0.08862843449960445
47,0.9401925596795513,1.2501079873823904,0.06243775422099768,0.8591410053188284,0.4088197146562905,0.5911477869467366,0.31245043616177637,0.1261,0.08659299892699979
48,0.9972944823094407,1.2413384938729433,0.0636864686243864,0.858589346002596,0.4175646551724138,0.5813953488372093,0.32576712904581756,0.11895,0.08278631445574279
49,0.9797750163316716,1.2403818854291195,0.06863877306533735,0.8595267488860214,0.4204606320299946,0.5888972243060765,0.32694710537276134,0.12005,0.08405292726009474
50,0.9307770438083287,1.0603445862076615,0.07376959816404745,0.8602790864856086,0.41629213483146066,0.5558889722430608,0.33273462056578357,0.11135,0.07939133466184248
51,0.8627778290256225,1.054499068965856,0.06892094703339541,0.8593891656071462,0.4158686730506156,0.5701425356339085,0.3273040482342808,0.1161,0.0819555675534714
52,0.7599098955689907,1.1788732969821811,0.058356853875343194,0.8598122437343143,0.40548084242578025,0.5993998499624906,0.3063650306748466,0.1304,0.08910623321994858
53,0.8378272007642162,1.160197951953856,0.07508559775567068,0.8586152069168521,0.40774193548387094,0.5926481620405101,0.3107789142407553,0.1271,0.0881894514039217
54,0.8540988024816837,1.2356440751231421,0.02323623703714005,0.8601744371915554,0.41009946442234124,0.6031507876969242,0.3106646058732612,0.1294,0.08905506817176777
55,0.8500105173871045,1.2387562160303531,0.0746562041741827,0.8589753708850956,0.4095357590966123,0.6121530382595649,0.3076923076923077,0.1326,0.09116120580213226
56,0.7105428842815915,1.0739615630226973,0.07404486241184308,0.8591676498971532,0.4146341463414634,0.5866466616654163,0.3206232062320623,0.12195,0.085096395663006
57,0.810136024645458,1.237064374930666,0.03578543953652471,0.8595986651347575,0.4064548663640948,0.6046511627906976,0.306114698063046,0.13165,0.09026042100988826
